Af_As_syn	Af_As_ns	Af_An_syn	Af_An_ns	As_An_syn	As_An_ns	As_syn_pol	As_ns_pol	Afr_syn_pol	Afr_ns_pol	len	stat	CDS
0	4	0	5	0	9	2	9	1	2	801	5.5	rna805_gene=LOC106782067
0	0	3	2	3	2	0	2	0	1	723	0.291666666666667	rna806_gene=LOC102148754
3	7	9	12	6	5	9	8	8	4	4599	1.07015873015873	rna807_gene=PCDH15
0	0	0	2	0	2	1	2	3	3	879	4.33333333333333	rna808_gene=ZWINT
2	2	3	2	1	2	4	6	0	1	738	0.732142857142857	rna813_gene=LOC100629685
1	1	1	1	0	0	1	1	0	1	1224	0.5	rna814_gene=IPMK
0	0	1	0	1	0	0	1	0	1	741	0	rna821_gene=TFAM
0	0	2	0	2	0	2	1	1	0	2796	-0.333333333333333	rna822_gene=BICC1
1	0	2	0	1	0	0	0	1	0	993	0.666666666666667	rna825_gene=PHYHIPL
0	0	2	1	2	1	1	2	1	2	1962	0.222222222222222	rna827_gene=FAM13C
4	2	6	2	2	0	6	1	1	0	1524	-0.0761904761904764	rna830_gene=SLC16A9
1	1	1	1	0	0	1	0	1	0	1431	2	rna835_gene=CCDC6
3	3	6	5	5	4	8	5	11	5	13146	1.46428571428571	rna836_gene=ANK3
3	0	4	0	3	0	1	0	3	1	2154	0.4	rna841_gene=RHOBTB1
1	1	2	2	1	3	7	4	0	0	1104	2.6	rna848_gene=TMEM26
5	1	5	3	4	4	2	1	1	1	3660	1.66666666666667	rna850_gene=ARID5B
0	1	0	2	0	1	2	1	0	1	1827	1.5	rna854_gene=RTKN2
0	1	0	1	0	0	0	1	0	0	318	1.5	rna857_gene=LOC102149207
2	4	5	5	3	5	0	1	0	1	1119	0.416666666666667	rna859_gene=ADO
0	1	1	1	1	0	1	0	1	0	1422	-1	rna862_gene=EGR2
2	1	5	2	3	1	1	1	0	0	993	0.333333333333333	rna864_gene=NRBF2
0	0	1	1	1	1	0	0	1	0	834	2	rna870_gene=REEP3
1	0	6	3	5	3	3	1	2	0	2688	2.04761904761905	rna876_gene=CTNNA3
1	0	1	0	0	0	4	0	0	0	1746	3	rna877_gene=LRRTM3
0	0	1	0	1	0	1	0	3	2	597	-0.333333333333333	rna879_gene=DNAJC12
2	1	3	1	1	0	0	0	1	0	1362	0.833333333333333	rna880_gene=SIRT1
1	0	2	1	1	1	2	0	0	0	3174	2.16666666666667	rna883_gene=HERC4
2	3	8	5	8	2	3	1	2	1	3957	-1	rna887_gene=MYPN
0	3	1	5	1	6	0	2	0	1	852	1.33333333333333	rna889_gene=ATOH7
1	1	1	1	2	0	0	1	3	1	867	1.66666666666667	rna890_gene=PBLD
0	0	1	0	1	0	0	0	0	0	1041	0	rna891_gene=HNRNPH3
1	0	1	0	0	0	1	0	0	0	1926	1.5	rna895_gene=RUFY2
2	4	2	5	2	1	2	5	1	3	3189	0.5	rna898_gene=DNA2
3	2	6	4	3	2	3	5	4	2	5424	1.19047619047619	rna901_gene=TET1
1	2	0	4	1	2	0	0	0	1	447	2.5	rna902_gene=LOC106782029
4	0	4	0	0	0	5	0	2	0	3453	5.4	rna903_gene=CCAR1
0	7	0	5	0	4	0	2	0	4	2640	0.2	rna907_gene=STOX1
0	0	4	0	4	0	3	1	1	1	2220	-1.4	rna908_gene=DDX50
1	0	1	1	2	1	1	2	0	0	2358	1.11111111111111	rna915_gene=DDX21
2	0	2	0	0	0	2	2	1	0	1866	1.33333333333333	rna917_gene=KIF1BP
2	2	2	3	0	3	1	0	0	0	468	7.33333333333333	rna918_gene=SRGN
1	0	2	0	1	0	0	0	0	0	981	0.333333333333333	rna919_gene=VPS26A
4	1	6	1	2	0	5	1	0	1	2361	-0.0571428571428574	rna920_gene=SUPV3L1
5	0	10	0	5	0	8	2	3	3	2751	0.0909090909090909	rna921_gene=HKDC1
6	0	5	0	3	0	2	0	1	0	2760	0.654761904761905	rna923_gene=HK1
1	2	0	0	1	2	1	1	1	0	1179	2	rna927_gene=TACR2
0	0	3	0	3	0	2	1	1	0	774	-0.625	rna928_gene=TSPAN15
0	0	1	3	1	3	8	7	3	3	780	3.125	rna929_gene=NEUROG3
0	0	1	0	1	0	2	0	2	0	363	0	rna930_gene=C1H10orf35
2	2	2	3	2	3	2	1	0	1	2211	1.16666666666667	rna931_gene=COL13A1
1	1	3	1	2	0	3	0	2	0	1122	-1.16666666666667	rna938_gene=LOC100063355
1	0	1	0	0	0	4	2	2	1	1125	1.58333333333333	rna940_gene=AIFM2
0	3	2	3	2	0	2	2	0	3	1704	-3.33333333333333	rna948_gene=TYSND1
1	0	1	0	0	0	2	0	1	0	804	2.5	rna951_gene=PPA1
0	1	2	6	2	7	1	2	1	1	1314	2.77777777777778	rna952_gene=NPFFR1
3	0	7	0	4	0	3	0	0	1	684	-0.1375	rna953_gene=LRRC20
0	0	1	0	1	0	0	0	0	0	243	0	rna957_gene=EIF4EBP2
0	1	0	2	0	1	2	1	0	0	1047	3	rna958_gene=NODAL
4	0	7	1	3	1	8	8	5	3	2688	0.675	rna959_gene=PALD1
5	4	9	6	4	4	7	1	3	2	1668	1.6	rna960_gene=PRF1
3	3	8	5	9	4	9	10	9	3	3678	1.21212121212121	rna961_gene=ADAMTS14
0	1	1	3	1	2	3	6	1	3	1059	0.714285714285714	rna962_gene=TBATA
1	0	2	0	1	0	4	3	0	1	1839	0.166666666666667	rna966_gene=SGPL1
5	1	8	1	5	0	7	5	3	1	2823	0.222222222222222	rna969_gene=UNC5B
0	0	3	2	3	2	5	3	2	0	1428	1.875	rna971_gene=SLC29A3
9	3	17	3	10	2	13	6	4	5	4884	-0.0693602693602695	rna972_gene=LOC100146534
0	0	0	1	0	1	1	0	1	0	372	6	rna974_gene=C1H10orf105
1	0	2	1	3	1	4	1	1	0	924	1.33333333333333	rna978_gene=C1H10orf54
2	6	5	8	7	8	4	6	2	3	4584	0.261904761904762	rna979_gene=LOC106782036
1	0	3	1	4	1	0	1	0	2	1581	0.116666666666667	rna982_gene=PSAP
5	0	4	0	3	0	3	1	8	1	1419	1.06666666666667	rna984_gene=CHST3
1	0	3	0	2	0	1	2	0	1	1281	0.0138888888888889	rna986_gene=SPOCK2
1	0	1	1	0	1	0	0	0	0	1074	2.5	rna987_gene=ASCC1
1	0	0	1	1	1	0	0	1	0	378	4.5	rna991_gene=ANAPC16
1	0	1	0	0	0	1	0	1	0	696	2	rna995_gene=DDIT4
0	1	0	2	0	1	0	0	1	0	1233	6	rna996_gene=DNAJB12
0	2	0	1	0	1	1	0	0	2	1449	-1.33333333333333	rna998_gene=MICU1
1	0	0	0	1	0	0	1	0	0	1053	1	rna999_gene=MCU
1	2	2	2	1	2	4	2	1	1	1683	1	rna1000_gene=OIT3
1	0	1	0	0	0	0	1	1	0	588	1.25	rna1004_gene=PLA2G12B
1	0	1	0	0	0	0	1	0	2	1059	0.416666666666667	rna1009_gene=NUDT13
3	1	1	2	2	1	1	1	2	0	1932	4.66666666666667	rna1013_gene=ECD
0	1	0	0	0	1	0	1	2	2	1767	1	rna1016_gene=FAM149B1
0	1	2	1	2	0	0	0	1	2	789	-1.22222222222222	rna1019_gene=DNAJC9
4	0	10	3	8	3	2	1	1	1	3372	0.73030303030303	rna1023_gene=CFAP70
2	0	1	0	1	0	0	0	1	1	1467	0.666666666666667	rna1025_gene=ANXA7
1	1	1	1	2	2	0	2	0	4	1509	0.2	rna1027_gene=MSS51
0	0	0	1	0	1	0	0	0	0	1281	3	rna1029_gene=PPP3CB
5	7	7	11	4	4	1	1	4	2	5076	2.16666666666667	rna1036_gene=USP54
1	0	1	0	0	0	2	0	3	1	894	2.5	rna1040_gene=MYOZ1
4	1	2	4	2	3	0	2	1	3	2286	1.14444444444444	rna1042_gene=SYNPO2L
3	0	4	3	5	3	1	1	1	2	3360	0.95	rna1047_gene=SEC24C
2	0	1	0	1	0	1	1	0	2	1482	0.333333333333333	rna1050_gene=FUT11
1	0	6	2	5	2	2	1	0	2	5529	0.142857142857143	rna1052_gene=ZSWIM8
1	0	0	1	1	1	1	0	2	1	2655	4	rna1055_gene=NDST2
1	0	1	0	0	0	0	0	0	0	1767	1	rna1059_gene=CAMK2G
2	0	0	0	2	0	1	0	1	0	1302	2	rna1071_gene=PLAU
2	0	2	0	2	0	1	0	2	0	3408	1	rna1074_gene=VCL
0	0	2	1	2	1	2	0	1	0	1326	0.333333333333333	rna1079_gene=AP3M1
0	0	1	0	1	0	0	0	0	0	1089	0	rna1085_gene=ADK
4	0	4	0	0	0	2	3	0	1	6186	0.7	rna1087_gene=KAT6B
2	2	2	2	2	0	3	3	1	0	861	1.33333333333333	rna1090_gene=DUPD1
2	1	6	1	4	2	2	1	1	0	1215	0.471428571428572	rna1093_gene=DUSP13
1	0	4	0	5	0	0	0	0	1	1437	-0.233333333333333	rna1099_gene=SAMD8
1	0	1	0	0	0	2	0	0	0	885	2	rna1102_gene=VDAC2
1	0	4	0	3	0	0	0	1	0	789	0.15	rna1103_gene=COMTD1
0	0	1	5	1	5	0	0	2	0	1887	11	rna1106_gene=ZNF503
1	0	0	1	1	1	1	2	1	0	711	4.33333333333333	rna1108_gene=C1H10orf11
5	0	7	0	6	0	2	0	6	0	3618	0.803571428571429	rna1109_gene=KCNMA1
8	7	13	6	9	1	7	2	6	0	6060	1.66296296296296	rna1111_gene=DLG5
7	0	15	4	10	4	7	0	1	1	4173	2.94886363636364	rna1112_gene=POLR3A
0	0	1	0	1	0	4	4	11	8	399	0.166666666666667	rna1114_gene=RPS24
2	0	4	0	2	0	2	0	0	0	3219	0.2	rna1122_gene=ZMIZ1
1	0	3	1	2	1	1	0	0	0	501	0.833333333333333	rna1131_gene=PPIF
4	1	3	1	1	0	2	7	0	0	1512	0.5375	rna1133_gene=ANXA11
0	1	0	2	0	1	1	1	0	0	345	3	rna1138_gene=PLAC9
2	1	2	1	0	2	1	2	0	0	375	2.22222222222222	rna1141_gene=TMEM254
2	5	3	3	1	4	2	6	0	1	1122	0.714285714285714	rna1142_gene=LOC102150428
0	1	0	1	0	2	0	0	0	0	366	3	rna1144_gene=LOC102150467
3	3	4	3	1	2	2	1	0	1	1425	1.15	rna1145_gene=AGT
0	1	0	1	0	0	0	2	1	0	2226	3.66666666666667	rna1148_gene=COG2
2	0	4	0	2	0	1	1	1	0	1230	0.4	rna1149_gene=PGBD5
0	2	1	3	1	1	2	2	0	0	1641	0	rna1150_gene=GALNT2
4	4	8	9	6	9	2	0	1	3	4575	1.84126984126984	rna1155_gene=URB2
1	0	5	0	6	0	1	0	1	0	1770	-0.380952380952381	rna1156_gene=TAF5L
5	0	7	1	6	1	1	1	3	2	3471	0.452380952380952	rna1159_gene=NUP133
1	0	1	0	0	0	0	0	0	0	1134	1	rna1160_gene=ACTA1
0	2	0	0	0	2	0	1	1	0	783	2	rna1163_gene=CCSAP
0	0	0	1	0	1	0	0	0	0	657	3	rna1165_gene=RAB4A
0	2	1	2	1	4	1	0	2	0	684	3.5	rna1171_gene=RHOU
2	2	2	2	0	0	1	0	1	0	546	2	rna1179_gene=LOC102149764
0	0	2	3	2	3	0	3	2	2	918	1.41666666666667	rna1183_gene=LOC100054181
1	0	3	11	2	11	0	4	1	2	1014	2.7	rna1184_gene=LOC100054225
2	0	2	0	0	0	0	1	0	0	678	0.666666666666667	rna1187_gene=ZNF22
0	1	1	3	1	2	1	1	3	0	972	7.5	rna1189_gene=RASSF4
2	1	3	1	1	0	4	0	0	2	591	-0.666666666666667	rna1192_gene=C1H10orf10
1	3	2	2	1	1	3	0	1	1	828	-3	rna1194_gene=TMEM72
1	0	1	0	0	0	0	0	0	0	360	1	rna1198_gene=CXCL12
0	0	1	0	1	0	1	2	1	1	822	0.166666666666667	rna1202_gene=ZNF32
1	0	0	4	0	4	0	4	0	0	2349	5.9	rna1208_gene=LOC100055185
0	1	2	4	2	3	0	2	0	1	1155	0.611111111111111	rna1209_gene=ZNF239
0	0	1	0	1	0	0	2	1	0	675	0.833333333333333	rna1217_gene=LOC100055279
0	1	1	0	1	1	1	4	0	2	543	-0.233333333333333	rna1218_gene=LOC102150917
0	0	1	0	1	0	1	0	1	0	1245	0	rna1221_gene=HNRNPF
0	1	1	0	1	1	1	1	0	0	267	-0.5	rna1225_gene=FXYD4
2	0	2	1	2	1	3	1	2	0	1467	2.66666666666667	rna1226_gene=RASGEF1A
1	1	3	4	4	5	7	3	2	0	3033	4.15	rna1231_gene=RET
0	0	7	2	7	2	7	3	6	2	3846	-0.375	rna1232_gene=BMS1
0	1	0	1	0	0	0	0	0	1	426	0	rna1233_gene=LOC100056155
0	0	1	1	1	1	1	1	0	1	1737	0.5	rna1237_gene=ZNF248
0	3	1	6	1	3	0	4	0	2	2541	0.766666666666667	rna1238_gene=LOC100056282
0	0	0	1	0	1	1	6	0	1	1356	1.28571428571429	rna1240_gene=LOC100056321
1	1	2	1	1	2	2	5	1	3	2742	0.583333333333333	rna1241_gene=LOC100056363
0	0	0	1	0	1	0	0	0	0	930	3	rna1242_gene=LOC102147809
0	0	1	0	1	0	2	3	3	0	1818	1.625	rna1244_gene=ZNF37A
1	0	1	0	0	0	3	0	2	1	1890	2.75	rna1249_gene=CHRM3
4	5	5	6	1	3	3	5	2	2	1617	1.7	rna1252_gene=ZP4
13	1	25	4	20	5	35	2	8	3	14661	2.14697802197802	rna1253_gene=RYR2
2	0	8	2	6	2	3	3	3	1	3798	0.761904761904762	rna1254_gene=MTR
1	0	5	0	4	0	1	1	3	0	2568	0.366666666666667	rna1255_gene=ACTN2
4	2	8	6	6	4	17	7	5	6	6429	0.923809523809524	rna1256_gene=HEATR1
2	2	2	2	0	2	2	3	1	0	1074	3.5	rna1260_gene=LGALS8
0	1	0	1	0	0	1	2	0	1	627	0.333333333333333	rna1264_gene=EDARADD
1	0	2	0	1	0	1	2	0	1	1458	0.166666666666667	rna1267_gene=ERO1B
2	0	6	0	4	0	1	0	1	0	1191	0.0190476190476191	rna1276_gene=GPR137B
3	2	5	3	2	1	12	8	6	2	3732	1.43518518518519	rna1278_gene=NID1
12	3	16	3	4	2	7	8	6	5	11397	0.534338863750628	rna1279_gene=LYST
1	2	1	3	0	1	0	2	1	8	528	0.611111111111111	rna1282_gene=LOC100050801
0	1	3	2	3	3	0	1	1	0	1503	1	rna1284_gene=B3GALNT2
0	1	3	3	3	2	4	3	3	1	1587	0.4375	rna1286_gene=TBCE
0	2	1	1	1	1	2	4	1	4	708	-0.8	rna1288_gene=LOC106782169
0	0	2	0	2	0	2	0	1	0	900	-1.33333333333333	rna1289_gene=GGPS1
5	1	5	2	2	1	1	3	2	4	3930	0.466666666666667	rna1291_gene=ARID4B
0	1	1	0	1	1	0	1	0	1	1287	-0.25	rna1296_gene=RBM34
1	0	2	0	3	0	1	0	1	0	906	0.166666666666667	rna1300_gene=IRF2BP2
3	3	13	5	10	6	2	5	2	5	4383	0.0324675324675324	rna1301_gene=TARBP1
0	1	0	1	0	0	0	0	0	0	240	1	rna1305_gene=LOC100629695
3	0	4	3	1	3	3	0	3	0	1269	10.2	rna1307_gene=SLC35F3
1	0	1	0	0	0	2	0	2	0	702	3	rna1308_gene=KCNK1
2	3	4	3	4	4	4	1	1	1	2232	-0.0333333333333332	rna1310_gene=LOC100059834
3	3	10	5	9	2	13	12	6	6	6408	-0.208391608391608	rna1311_gene=PCNXL2
2	0	3	1	1	1	1	1	0	1	573	0.916666666666667	rna1312_gene=NTPCR
3	4	10	9	7	5	4	10	0	3	2760	0	rna1316_gene=MAP10
8	1	12	0	8	1	10	5	9	3	5163	0.192307692307692	rna1318_gene=SIPA1L2
0	1	3	8	3	7	2	11	3	2	2634	3	rna1322_gene=DISC1
0	0	1	0	1	0	1	0	0	0	873	-0.5	rna1323_gene=TSNAX
0	0	3	0	3	0	4	0	0	0	1467	-3.5	rna1325_gene=SPRTN
1	0	4	4	3	4	5	2	0	1	2178	2	rna1326_gene=EXOC8
2	1	2	1	2	0	5	2	0	3	2043	-0.5	rna1327_gene=GNPAT
1	1	3	2	2	1	0	4	1	3	1098	0.308333333333333	rna1328_gene=C1H1orf131
6	0	12	0	6	0	7	1	3	1	2352	0.153846153846154	rna1329_gene=TRIM67
0	2	0	4	0	2	0	0	0	0	852	5	rna1331_gene=ARV1
2	1	4	1	2	0	1	0	0	0	2559	-0.266666666666667	rna1332_gene=TTC13
2	3	2	3	2	2	9	4	1	4	2073	-0.133333333333333	rna1334_gene=CAPN9
6	9	7	11	1	2	10	17	0	1	963	0.793650793650793	rna1336_gene=LOC100061806
2	2	1	4	3	4	3	5	4	11	963	1.20833333333333	rna1337_gene=LOC100061869
0	2	1	5	1	5	2	2	0	1	933	1.5	rna1338_gene=LOC100061899
1	1	1	3	2	2	3	10	3	6	957	1.14285714285714	rna1339_gene=LOC100061933
2	5	3	4	3	3	3	13	4	6	942	0.607142857142857	rna1340_gene=LOC100061969
1	0	1	0	0	0	1	1	2	0	927	2	rna1341_gene=LOC100062005
5	1	11	3	8	2	3	0	0	0	2046	0.333333333333333	rna1342_gene=ALOX5
2	0	3	1	1	1	0	3	1	0	1713	1.16666666666667	rna1344_gene=MARCH8
0	1	0	0	0	1	0	1	0	0	2223	1	rna1352_gene=ZFAND4
4	3	10	4	6	5	5	10	8	5	4020	0.712987012987013	rna1355_gene=LOC100062210
1	3	1	4	0	1	1	3	0	0	1890	2.5	rna1357_gene=NCOA4
1	1	1	1	0	0	1	0	0	0	630	1	rna1360_gene=TIMM23
3	2	3	3	2	1	2	0	0	1	2934	0.25	rna1361_gene=PARG
8	1	11	4	7	3	14	2	2	1	3036	2.01388888888889	rna1365_gene=OGDHL
1	0	2	0	1	0	1	0	0	1	282	0.166666666666667	rna1366_gene=C1H10orf53
1	1	2	2	1	1	5	0	6	0	1947	7	rna1368_gene=CHAT
1	0	2	1	1	1	3	1	1	2	1581	1.44444444444444	rna1369_gene=SLC18A3
7	2	17	5	12	3	11	7	6	3	4386	0.482371794871795	rna1370_gene=ERCC6
3	0	4	0	3	0	1	0	0	1	792	0.1	rna1371_gene=DRGX
6	8	17	16	13	14	13	10	9	4	4275	1.61616161616162	rna1372_gene=C1H10orf71
1	0	1	0	0	0	2	1	1	0	396	1.75	rna1376_gene=C1H10orf128
3	2	5	1	2	1	3	0	2	3	867	-0.0833333333333335	rna1378_gene=FAM170B
1	0	0	1	1	1	0	2	2	1	993	3.16666666666667	rna1379_gene=VSTM4
14	4	22	8	10	4	30	17	14	9	9561	0.795710730493339	rna1380_gene=WDFY4
0	0	1	0	1	0	0	0	1	0	786	0.5	rna1381_gene=LRRC18
2	1	4	4	2	3	3	3	1	3	1872	1.16666666666667	rna1384_gene=ARHGAP22
2	0	1	0	1	0	2	0	0	0	1284	1	rna1386_gene=MAPK8
3	3	7	6	4	3	6	3	2	4	1482	0.175	rna1390_gene=LOC106782079
3	3	3	8	3	5	6	14	4	2	2709	3.98333333333333	rna1391_gene=LOC106782080
0	0	1	2	1	2	3	3	0	2	966	1	rna1392_gene=LOC100051923
2	0	1	3	1	3	2	2	0	3	1269	2.16666666666667	rna1393_gene=PTPN20
1	1	2	1	3	0	3	1	2	2	1320	-0.833333333333333	rna1400_gene=GDF10
2	1	3	1	1	0	9	3	3	2	1284	0.25	rna1401_gene=GDF2
6	1	11	0	5	1	12	2	5	0	3819	0.706349206349206	rna1402_gene=RBP3
4	3	5	6	1	4	7	6	0	3	975	2.23452380952381	rna1403_gene=ZNF488
0	1	0	3	0	2	5	2	4	2	1785	8.66666666666667	rna1404_gene=LOC102148892
2	3	5	5	3	2	6	7	3	4	1599	0.289583333333333	rna1405_gene=LOC102147509
1	2	4	5	3	3	7	5	5	10	1794	-0.0121212121212122	rna1406_gene=ANTXRL
1	0	3	0	2	0	1	2	2	0	984	0.638888888888889	rna1407_gene=LOC100052045
0	1	2	3	2	2	6	1	2	0	1245	0.5	rna1408_gene=LOC100052105
1	2	4	3	3	1	2	2	2	2	1374	-0.2	rna1409_gene=GPRIN2
1	1	3	1	2	0	5	6	5	2	1254	0.428571428571428	rna1410_gene=SYT15
5	2	8	5	3	3	3	9	1	4	2790	0.466666666666667	rna1411_gene=FAM35A
4	0	5	3	1	3	5	5	1	3	1650	2.13333333333333	rna1412_gene=GLUD1
2	3	1	2	3	3	1	1	1	0	552	2.66666666666667	rna1413_gene=FAM25A
2	1	3	3	5	2	3	3	0	1	618	0.333333333333333	rna1415_gene=ADIRF
5	4	8	6	3	2	3	5	2	1	2754	1.11111111111111	rna1417_gene=MMRN2
1	0	3	0	2	0	2	1	1	0	1599	0.25	rna1418_gene=BMPR1A
4	2	10	3	8	1	3	2	2	0	2019	0.587205387205387	rna1419_gene=LDB3
2	0	4	2	4	2	6	6	0	1	1611	0.566666666666667	rna1420_gene=OPN4
1	3	3	2	2	1	6	2	1	3	3591	-2.73611111111111	rna1427_gene=WAPL
4	0	5	0	5	0	3	4	6	1	3033	0.556666666666667	rna1429_gene=GRID1
3	2	2	1	3	1	3	1	8	1	3144	2.5	rna1434_gene=CCSER2
0	0	1	2	1	2	4	0	0	0	888	4	rna1440_gene=RGR
2	1	7	3	5	4	7	5	1	2	1824	0.555555555555556	rna1441_gene=LRIT1
1	2	2	3	3	3	1	1	2	3	1710	0.5	rna1442_gene=LRIT2
2	2	4	5	4	3	2	6	1	5	2379	0.314285714285714	rna1443_gene=CDHR1
0	0	0	3	0	3	0	1	0	1	240	3.5	rna1444_gene=C1H10orf99
2	0	4	0	2	0	0	0	0	0	1038	0.2	rna1445_gene=GHITM
0	0	1	1	1	1	2	0	1	0	1230	2	rna1446_gene=NRG3
1	1	3	2	2	1	2	1	1	4	687	-0.2	rna1447_gene=SH2D4B
0	2	2	2	2	2	4	4	4	0	804	3	rna1448_gene=TSPAN14
1	0	1	2	0	2	0	1	1	0	690	4.25	rna1449_gene=FAM213A
1	0	2	1	1	1	2	2	1	1	495	1.16666666666667	rna1453_gene=DYDC2
1	1	1	2	0	1	0	1	1	0	534	3.5	rna1454_gene=DYDC1
2	0	7	0	5	0	7	0	2	0	1191	-0.958333333333333	rna1456_gene=MAT1A
1	1	4	1	3	0	4	2	0	1	798	-1.05	rna1458_gene=SFTPA1
4	2	7	2	3	2	1	4	0	0	750	0.435	rna1460_gene=LOC100066313
3	1	3	2	2	1	5	1	1	1	1128	1.25	rna1462_gene=SFTPD
1	1	0	1	1	2	0	0	1	0	744	4.5	rna1463_gene=LOC100630633
1	4	6	14	5	10	9	19	14	22	1584	1.06418219461698	rna1467_gene=LOC100066811
3	0	6	2	3	2	11	4	4	1	2682	2.27142857142857	rna1468_gene=EFTUD1
1	1	7	3	6	2	0	0	2	0	1725	0.928571428571429	rna1473_gene=MEX3B
5	2	12	8	7	6	12	3	3	0	3306	3.98798076923077	rna1476_gene=TMC3
0	1	4	7	4	6	5	2	0	1	684	-0.4	rna1477_gene=STARD5
7	2	15	8	10	6	18	15	8	5	4116	1.15411931818182	rna1478_gene=IL16
1	3	4	2	3	1	4	4	2	4	969	-1.14	rna1480_gene=CFAP161
3	0	4	0	1	0	1	1	2	0	1089	0.85	rna1481_gene=MESDC1
2	2	4	3	2	1	3	1	0	0	771	0.133333333333333	rna1482_gene=MESDC2
4	3	8	5	6	2	20	10	6	3	4089	0.457575757575758	rna1484_gene=CEMIP
1	0	2	1	1	1	3	2	1	0	639	2	rna1486_gene=LOC106782173
13	6	17	7	4	1	7	9	0	4	1560	0.00888888888888884	rna1487_gene=LOC100067423
0	1	1	2	1	1	4	1	1	1	936	-1	rna1488_gene=LOC100067603
1	0	2	2	3	2	6	14	6	12	1278	0.655128205128205	rna1490_gene=LOC100067745
6	3	13	5	7	2	16	10	3	8	5079	-0.113095238095238	rna1491_gene=ADAMTSL3
0	0	1	0	1	0	0	1	4	2	1041	0.583333333333333	rna1493_gene=SH3GL3
4	1	6	4	6	3	3	8	4	1	4011	1.86190476190476	rna1494_gene=BNC1
2	0	0	1	2	1	0	0	0	0	1005	2.33333333333333	rna1495_gene=LOC100068061
1	0	1	0	0	0	4	0	4	0	1011	5	rna1496_gene=TM6SF1
0	0	1	0	1	0	1	1	1	0	357	0.5	rna1499_gene=FAM103A1
2	1	2	2	4	1	3	3	4	1	1089	2.23333333333333	rna1503_gene=HOMER2
1	0	3	3	4	3	5	2	0	3	2049	0.85	rna1504_gene=WHAMM
2	0	4	3	2	3	5	10	6	6	2259	1.34545454545455	rna1505_gene=FSD2
0	2	1	9	1	7	3	5	1	4	642	2.66666666666667	rna1510_gene=LOC102148634
8	1	14	4	6	3	7	1	4	2	3132	1.95238095238095	rna1511_gene=AP3B2
1	2	0	2	1	2	1	1	2	0	2274	9	rna1517_gene=PDE8A
3	4	4	6	7	3	4	0	2	3	1941	-2.7	rna1520_gene=SLC28A1
2	7	12	16	10	10	7	15	5	10	4959	-0.12004662004662	rna1521_gene=ALPK3
2	5	5	6	5	1	7	7	4	2	3816	0.277777777777778	rna1523_gene=ZNF592
0	0	0	1	0	1	1	0	0	0	381	4	rna1527_gene=NMB
1	2	2	3	1	1	0	3	0	6	1119	0.0654761904761905	rna1529_gene=WDR73
5	2	7	7	4	5	3	12	3	9	2997	0.615384615384615	rna1530_gene=ZSCAN2
3	0	3	3	0	3	0	2	0	2	1455	1.58333333333333	rna1535_gene=ZNF774
4	0	9	0	7	0	9	0	5	1	4884	-0.45	rna1537_gene=IQGAP1
1	2	7	1	6	1	1	1	0	0	1788	-0.964285714285714	rna1539_gene=CRTC3
0	0	1	1	1	1	0	3	0	6	495	0.142857142857143	rna1543_gene=LOC100053336
3	4	9	2	9	4	4	5	1	3	4266	-0.475	rna1544_gene=BLM
5	1	7	2	2	1	2	2	6	2	2382	1.20833333333333	rna1549_gene=FURIN
1	1	2	1	3	0	5	2	2	0	2310	0.5	rna1551_gene=FES
6	2	9	2	3	0	1	0	4	0	3201	1.14285714285714	rna1552_gene=MAN2A2
1	0	2	0	1	0	1	2	0	0	540	0.333333333333333	rna1553_gene=HDDC3
1	0	2	1	1	1	1	0	1	1	480	1.66666666666667	rna1554_gene=LOC106782185
1	1	4	4	5	3	9	7	1	3	2832	0.0833333333333333	rna1555_gene=UNC45A
1	0	1	2	0	2	3	2	1	1	741	4.83333333333333	rna1556_gene=RCCD1
2	1	3	1	1	0	5	2	1	1	1707	0.166666666666667	rna1557_gene=PRC1
4	0	6	0	2	0	1	0	0	0	1581	0.40952380952381	rna1560_gene=VPS33B
4	2	4	2	0	0	0	0	1	2	888	0.8	rna1561_gene=NGRN
2	2	2	3	0	1	3	2	0	1	2487	2	rna1563_gene=LOC100053576
4	1	4	1	2	0	5	6	0	1	1224	0.142857142857143	rna1565_gene=GDPGP1
0	0	1	1	1	1	1	0	0	0	576	1	rna1566_gene=CIB1
2	1	9	3	7	4	1	2	2	2	2379	0.372222222222222	rna1567_gene=SEMA4B
0	0	2	0	2	0	4	0	1	0	1203	-2.66666666666667	rna1572_gene=IDH2
5	0	8	0	5	0	0	0	1	0	1896	0.222222222222222	rna1573_gene=ZNF710
1	0	2	0	1	0	0	0	0	1	582	0.166666666666667	rna1575_gene=LOC100069456
1	3	2	5	1	4	0	2	0	0	459	2.16666666666667	rna1576_gene=MESP2
3	2	8	7	7	5	31	30	27	28	2904	0.85823754789272	rna1577_gene=ANPEP
5	3	8	8	5	5	7	5	1	3	2316	0.944444444444444	rna1584_gene=WDR93
0	2	0	4	0	2	2	2	1	0	744	10	rna1586_gene=PEX11A
1	2	3	6	2	4	5	5	3	1	1518	3.66666666666667	rna1590_gene=PLIN1
4	0	11	11	11	11	4	3	2	2	3441	2	rna1591_gene=KIF7
7	13	14	24	7	14	6	5	4	4	5379	1.8125	rna1592_gene=TICRR
5	2	6	3	2	3	1	0	0	1	1491	1.95238095238095	rna1593_gene=RHCG
